"Story","Title","Result","Date","Stability","Duration (s)"
"ArticleAdmin","PUT - As admin I have be able to approve an article","SUCCESS","2023-06-26T15:25:02.6254217+07:00[Asia/Jakarta]","0.0","3.14"
